protest_date,region,location,actor,size,notes
2021-06-25,Nordrhein-Westfalen,Münster,FFF,920.0,920 participants at 'Fridays for Future' protest in Münster calling for climate justice and focusing on the upcoming Bundestag election.
2022-11-18,Bayern,Nürnberg,OTHER_CLIMATE_GROUP,,"Protesters block the highway to the airport and glue themselves to the road surface, demanding more measures against climate change and initiating hundreds of criminal proceedings for coercion and resistance."
2019-09-20,Berlin,Berlin,FFF,400000.0,"Worldwide mass protest for better climate policy - Hundreds of thousands of people demonstrated for more climate protection in Berlin, following a call from the youth movement Fridays for Future."
2019-09-20,Schleswig-Holstein,London,FFF,100000.0,"Worldwide mass protest for better climate policy - About 100,000 people, including many children and teenagers, participated in a demonstration in London."
2019-09-20,Nordrhein-Westfalen,Brussels,FFF,15000.0,"Worldwide mass protest for better climate policy - 15,000 people gathered in the streets of Brussels to protest for more climate protection."
2019-09-20,Schleswig-Holstein,Paris,FFF,10000.0,"Worldwide mass protest for better climate policy - Around 10,000 demonstrators gathered in the streets of Paris."
2019-09-20,,New York,FFF,0.0,Worldwide mass protest for better climate policy - Thousands of people gathered in New York for a demonstration for more engagement in the fight against global warming.
2019-08-03,Baden-Württemberg,Mannheim,EG,100.0,"Climate activists from the Ende Gelände alliance ended their blockade at the Mannheim coal-fired power plant peacefully, protesting against the CO2 emissions of the facility."
2019-10-06,Schleswig-Holstein,Paris,XR,,Climate activists temporarily occupy shopping center in Paris - Extinction Rebellion. The activists blocked the entrances with tables and chairs and had confrontations with the police.
2019-09-20,Nordrhein-Westfalen,Münster,FFF,20000.0,"The climate strike in Münster's city center with over 20,000 participants was peaceful, colorful, and had a lively atmosphere. There were no incidents during the two-kilometer march through the city, but there were significant traffic disruptions during the rally."
2019-09-20,Berlin,Berlin,FFF,270000.0,"In Berlin, 270,000 people followed the call of Fridays for Future and other organizations to protest for more climate protection."
2021-03-10,Hessen,Frankfurt,GP,,Protestaktion von Greenpeace-Aktivisten mit Gleitschirmen auf dem Dach der Europäischen Zentralbank (EZB) gegen die klimaschädliche Geldpolitik der Notenbanken.
2018-11-17,Schleswig-Holstein,London,OTHER_CLIMATE_GROUP,6000.0,Climate activists block bridges in London to protest against government inaction.
2019-10-08,Berlin,Berlin,XR,,"Extinction Rebellion protest in Berlin for more climate protection, blocking traffic in the city."
2019-10-08,Schleswig-Holstein,London,XR,30000.0,"Extinction Rebellion protest in London with 30,000 participants, criticized by Boris Johnson."
2019-06-04,Berlin,Berlin,FFF,,Protest action in the Bundestag where young activists staged a 'Die-In' during a speech by Bundestag President Wolfgang Schäuble to protest against the current climate policy.
2019-09-14,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,1000.0,"Protesters block access to the IAA car exhibition in Frankfurt, demanding an immediate abandonment of combustion engines, a massive expansion of public transport, and priority for pedestrians and cyclists; police intervene and remove the blockades."
2017-04-21,Berlin,Berlin,OTHER_CLIMATE_GROUP,11000.0,"Demonstration in Berlin with 11,000 participants for the importance of science and evidence-based policy, not specifically focused on climate change."
2017-04-22,,Washington,OTHER_CLIMATE_GROUP,10000.0,"Main event of the 'March for Science' in Washington with tens of thousands of participants, not specifically focused on climate change."
2017-04-22,,New York,OTHER_CLIMATE_GROUP,0.0,"Demonstration in New York as part of the 'March for Science', not specifically focused on climate change."
2017-04-22,Bayern,Chicago,OTHER_CLIMATE_GROUP,0.0,"Demonstration in Chicago as part of the 'March for Science', not specifically focused on climate change."
2017-04-22,Hessen,Los Angeles,OTHER_CLIMATE_GROUP,0.0,"Demonstration in Los Angeles as part of the 'March for Science', not specifically focused on climate change."
2019-12-01,Brandenburg,Jänschwalde,OTHER_CLIMATE_GROUP,4000.0,"Protest against coal mining in Jänschwalde and Welzow-Süd, with clashes between police and activists, resulting in 9 injured police officers and the use of tear gas and batons by the police."
2021-05-28,Bayern,Zugspitze,GP,10.0,Greenpeace activists bring hundreds of VW car keys to the Zugspitze to protest against Volkswagen's slow transition to electric mobility.
2019-06-28,Nordrhein-Westfalen,Münster,FFF,2500.0,"2500 Menschen beteiligen sich an Klimastreik in Münster, Deutschland, um für eine konsequentere Klimapolitik einzutreten."
2021-08-07,Nordrhein-Westfalen,Garzweiler,OTHER_CLIMATE_GROUP,2500.0,"Thousands of people formed a human chain at the Garzweiler open-pit mine to protest against coal mining and demand a faster phase-out of lignite coal. The protest was organized by several environmental organizations and local groups, and aimed to symbolically show the limit of coal extraction in line with the goals of the Paris Climate Agreement. The protest was peaceful and well-received by the police."
2019-09-15,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,1000.0,"Protesters block access to the IAA car exhibition in Frankfurt, demanding an immediate abandonment of combustion engines, a massive expansion of public transport, and priority for pedestrians and cyclists; police intervene and remove the blockades."
2019-09-20,Berlin,Berlin,FFF,270000.0,"Over 100,000 people gathered at the Brandenburg Gate in Berlin to protest for more climate protection, organized by a broad alliance including Fridays for Future, with some participants engaging in spectacular actions such as carrying a dead tree through the city; Berlin captain Carola Rackete called for stronger protests against current climate policies."
2019-09-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Berlin club owners organized a party protest march with several thousand participants, accompanied by techno beats, under the motto 'No Future, no Dancefloor'."
2019-09-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"A boat procession took place on the Spree river between Oberbaumbrücke and Moltkebrücke, with three solar boats, seven regular boats, and three police boats participating in the protest."
2019-09-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"A park protest took place in the Wrangelkiez neighborhood, where participants blocked a parking space to reclaim the space for pedestrians and cyclists."
2019-09-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"As part of the protest, a group called 'Fries for Future' offered free fries to participants, and a group of 130 elementary school students marched around the block with noise makers, drums, and signs, accompanied by five police officers."
2019-06-10,Schleswig-Holstein,Kiel,OTHER_CLIMATE_GROUP,50.0,"Climate activists block a cruise ship in Kiel for six hours to protest against the cruise industry and demand an end to it, resulting in the ship departing with a six-hour delay, two activists being abseiled from a crane, and 46 activists being taken into custody by the police."
2020-06-18,Berlin,Berlin,XR,20.0,"Climate protest in Berlin - Extinction Rebellion activists glued themselves to the CDU headquarters, put up posters and slogans, and the police were present but no arrests were made."
2021-01-18,Rheinland-Pfalz,Lützerath,FFF,50.0,"Climate activists protested against the demolition of vacant former houses near the Garzweiler lignite mine, criticizing Armin Laschet, the new CDU chairman and Prime Minister of North Rhine-Westphalia."
2021-07-27,Bayern,Bayreuth,OTHER_CLIMATE_GROUP,,Climate activists used the opening of the Bayreuth Festival to draw attention to the climate crisis by lying on the ground and spraying themselves with fake blood.
2019-05-24,Berlin,Berlin,XR,160.0,"An unregistered bicycle demonstration took place at Tegel Airport, organized by Extinction Rebellion, with the goal of raising awareness about the environmental impact of growing air traffic; the police stopped the protest and there were traffic disruptions."
2019-03-15,Bayern,Herzogenaurach,FFF,250.0,Schüler-Protest auf dem Marktplatz: 'Weil ihr unsere Zukunft klaut'.
2019-01-18,Bayern,Erlangen,OTHER_CLIMATE_GROUP,,"Thousands of students in Erlangen, Bayreuth, and Würzburg skipped school on Friday to participate in a climate protest, demanding a different climate policy."
2019-01-18,Bayern,Würzburg,OTHER_CLIMATE_GROUP,1000.0,"Thousands of students in Erlangen, Bayreuth, and Würzburg skipped school on Friday to participate in a climate protest, demanding a different climate policy."
2019-01-18,Bayern,München,OTHER_CLIMATE_GROUP,750.0,"Around 750 participants, according to the police, and 1200 to 1800 participants, according to the organizers, took part in a climate protest in Munich on Friday."
2019-01-18,Bayern,Nürnberg,OTHER_CLIMATE_GROUP,350.0,"According to the police, 350 students participated in a climate protest in Nuremberg on Friday."
2019-01-18,Bayern,Bayreuth,OTHER_CLIMATE_GROUP,100.0,"Around 100 participants, according to the police, and 200 participants, according to the organizers, took part in a climate protest in Bayreuth on Friday."
2019-01-18,Bayern,Erlangen,OTHER_CLIMATE_GROUP,700.0,"Around 700 participants, according to the organizers, took part in a climate protest in Erlangen on Friday."
2019-01-18,Bayern,Kempten,OTHER_CLIMATE_GROUP,250.0,"Around 250 participants, according to the organizers, took part in a climate protest in Kempten on Friday."
2018-10-07,Nordrhein-Westfalen,Köln,OTHER_CLIMATE_GROUP,50000.0,"Protesters celebrate court-ordered halt to deforestation in Hambach Forest and demand a quick coal phase-out, while activists build new treehouses in the forest; police have dismantled 86 treehouses so far."
2021-01-18,Rheinland-Pfalz,Lützerath,FFF,50.0,"Climate activists protested against the demolition of vacant former houses near the Garzweiler lignite mine, criticizing Armin Laschet, the new CDU chairman and Prime Minister of North Rhine-Westphalia."
2019-08-03,Baden-Württemberg,Mannheim,EG,100.0,"Climate activists from the 'Ende Gelände' alliance entered the area of the coal-fired power plant in Mannheim and blocked the access to the plant for several hours, aiming to protest against the CO2 emissions of the facility."
