"id","newspaper","labels","year","excerpt"
1145,"Weser Kurier","irrelevant",2015,"Alpha-Variante setzt sich durch Bundesverkehrsministerium skeptisch / Hamburg unzufrieden ""Wir   gehen davon aus, dass die Alpha-Variante die größten Chancen hat."" Viele der in der Celler   Kongresshalle auf eine riesige Leinwand projizierten Bahntrassen sind in   roter Farbe unterlegt. Ein Gutachter im Auftrag des   Bundesverkehrsministeriums erläutert den rund 90 Vertretern   norddeutscher Kommunen und Bürgerinitiativen am Freitag, was dies   bedeutet: Auch bei einem Ausbau der bestehenden Bahnstrecken zwischen   Hannover, Bremen und Hamburg kommt es auf den rot unterlegten   Abschnitten in Zukunft weiter zu einer Überlastung im Güter-verkehr. Dennoch stimmt das Dialogforum zwei Stunden später mehrheitlich für die   von manchem als ""kleine Lösung"" bezeichnete sogenannte Alpha-Variante,   die genau diesen unzureichenden Ausbau vorsieht. Zwar hat die Ausbaulösung   nun eine Mehrheit gefunden, ob sie wirklich gelingen kann, darüber waren   sich der Norddeutschland-Chef der Deutschen Bahn,Ulrich Bischoping, und   der Gutachter des Bundesverkehrsministerium am Freitag in Celle uneins. Die niedersächsischen Regionalvertreter freuten sich nach dem Votum des   Gremiums, eine Neubauvariante abgebügelt zu haben, gegen die sich in   den Landstrichen Widerstand formiert hatte. Gleichzeitig schmiedeten Befürworter der Hamburger Interessen noch im Versammlungssaal   Pläne für ein Alternativ-Papier, das die Belange der Hafenwirtschaft   nach Berlin tragen soll. Das Gremium kann zwar eine Empfehlung   formulieren, Land, Bund und Bahn werden ihr auch Gewicht einräumen - die   Entscheidung aber, was am Ende wirklich gebaut wird, trifft der Bund."
1146,"Leipziger Volkszeitung","irrelevant",2015,"LEIPZV0020151218ebci0000r Leipziger Volkszeitung 18 Dezember 2015 Kurzmeldung Linke Aktivisten besetzen Gebäude der Uni Leipzig Hilferufe vom Cospudener See: Suche mit Hubschrauber Stadtrat: So soll der Wilhelm-Leuschner-Platz künftig aussehen Staatsanwaltschaft: Aufarbeitung der Krawalle sehr umfangreich Kabeldiebe: Bahnverkehr rund um Leipzig mit Verspätungen"
1147,"Leipziger Volkszeitung","relevant",2015,"Alte Kita in Kühren wird abgerissen & Erste Ratssitzung im neuen Jahr & Brandiser SPD unterstützt Aktion Wurzen/Kühren. Zur ersten Sitzung im neuen Jahr trifft sich der Gemeinderat Lossatal am Mittwoch. Die Versammlung beginnt um 19.30 Uhr im Steinsaal des Kulturhauses ""Zur Hohburger Schweiz"" in Hohburg. Auf der Tagesordnung der öffentlichen Sitzung stehen unter anderem Beschlussvorlagen wie das Statut der Gemeinde zur Festsetzung der Hebesätze für die Grund- und Gewerbesteuer, der Gas-Konzessionsvertrag oder die Übertragung des Betriebsvermögens auf dem Gebiet des ehemaligen Abwasserzweckverbandes Lossatal an den Eigenbetrieb Wirtschaftsbetrieb Lossatal. Das hat der neugewählte Vorstand auf seiner ersten Sitzung im neuen Jahr beschlossen. ""Die Mitglieder des Ortsvereins stehen voll hinter dem Aufruf und jeder Art von friedlichem Protest gegen Intoleranz und Fremdenfeindlichkeit. Wir sind für eine Willkommenskultur in Leipzig und den umliegenden Städten und Kommunen. ""Wir laden deshalb alle Bürger in Borsdorf und Brandis ein, dabei mitzumachen. Los geht es am Montag um 17 Uhr mit einem Friedensgebet in der Nikolaikirche, im Abschluss findet ein Sternmarsch zum Waldplatz statt mit anschließender Kundgebung. ur Teilnahme an den friedlichen Protesten gegen Fremdenfeindlichkeit hatten die Bürgermeister des Landkreises Leipzig aufgerufen. sp Die Grimmaer Busse starten ab 16 Uhr auf dem Markt."
1150,"Leipziger Volkszeitung","irrelevant",2015,"Anno 1458: Kleine Städte fürchten um ihren Handel; Wirbel um Privileg der Neujahrsmärkte Oschatz. der Stadt Leipzig das Sonderrecht, von Neujahr bis zum Dreikönigstag einen Neujahrsmarkt abzuhalten. Die kleineren sächsischen Nachbarstädte protestierten daraufhin, denn sie hatten das Privileg bereits zwei Jahre zuvor mit ""kaiserlicher Genehmigung"" erlangt, und die Städte sahen ihr Handelsleben nun gefährdet. Nun war guter Rat zu jener Zeit teuer, denn da war offensichtlich etwas schief gelaufen."
1151,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-08-26 Gegen Stuttgart 21; Esslingen Am Montagabend haben sich nach einem Aufruf bei der Stuttgarter Montagsdemonstration spontan 40 Esslinger Bürger zusammengefunden und die Esslinger Initiative gegen Stuttgart 21 gegründet. Gemeinsam wollen sie sich gegen das Bauprojekt engagieren und sich für den Erhalt des Kopfbahnhofs starkmachen. Das Ziel der Gruppe sei, bestehende Aktivitäten zu koordinieren und den Protest in der gesamten Region zu verstärken, berichtet Jürgen Menzel. Er engagiert sich in der Koordinationsgruppe der Esslinger Initiative.ks"
1153,"Leipziger Volkszeitung","relevant",2015,"""Es wird eine Menge Mist erzählt""; Sachsens Innenminister Ulbig über die Halbwahrheiten Pegidas und die Herausforderungen für die Polizei Dresden. Pegida ist über die sozialen Medien zu einer riesigen Veranstaltung geworden. So etwas gab es vorher eher in der Protestszene. Was ändert sich dadurch für die Sicherheitsbehörden? Unser Ansatz ist, da gezielt reinzugehen und die Menschen mit unseren Informationen zu bedienen. Was passiert, wenn die Veranstalter die Demonstrationen nicht mehr unter Kontrolle halten können? Am Montag vor einer Woche hat sich bereits ein Trupp abgespaltet und wollte in den Landtag eindringen. Wann ist die Schmerzgrenze für die Sicherheitsbehörden erreicht? Das Versammlungsrecht ist in unserem Grundgesetz fest verankert. Es ist daher für die sächsische Polizei Selbstverständlichkeit und rechtsstaatliche Verpflichtung zugleich, Versammlungen und ihre Teilnehmer zu schützen. Dies liegt im gesamtgesellschaftlichen Interesse. Man kann an dieser Stelle aber auch betonen, dass es für die Polizei auch eine besondere Herausforderung ist, am Montag beispielsweise zeitgleich die Demonstrationen in Dresden und Leipzig abzusichern. Immerhin werden bislang montags allein in Dresden um die 1000 Polizisten zusammengezogen."
1157,"Stuttgarter Zeitung","irrelevant",2012,"Stuttgarter Zeitung 2012-04-13 Laks solidarisiert sich mit Rosenau; Kleinkunst Die Landesarbeitsgemeinschaft der Kulturinitiativen und Soziokulturellen Zentren (Laks) in Baden-Württemberg hat sich mit der von der Schließung bedrohten Rosenau solidarisiert. Die Stuttgarter Kleinkunstbühne werde 'sowohl von Künstler­Innen als auch einem experimentierfreudigen Publikum geschätzt', ließ die Laks-Geschäftsführerin Ilona Trimborn-Bruns in einer Pressemitteilung verlauten. Die 'sehr eingeschränkten finanziellen Rahmenbedingungen' der Rosenau würden sich bedrohlich auf deren kulturelles Angebot auswirken. Die Laks 'hofft auf eine zeitnahe Lösung' zum Ausgleich der momentanen Unterfinanzierung. End of Document"
1158,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-10-19 WAS DIE WASSERVERSORGUNG UND STUTTGART 21 VERBINDET Milliardengeschäft Nur wenige Bürger haben sich am 21. Januar 2002 vorstellen können, was sich alles hinter der größten Verkaufstransaktion in der Geschichte Stuttgarts verbirgt: Damals verkündete der OB Wolfgang Schuster, dass die Stadt alle ihre Energieaktien an die EnBW abgibt. Kurze Zeit später bildete sich mit dem Wasserforum eine Bürgerbewegung, die gegen den Ausverkauf des kommunalen Eigentums kämpfte. Das Wasserforum sammelte Unterschriften, brachte ein Bürgerbegehren auf den Weg und setzte das Thema auf die politische Agenda. Im Juni 2010 beschloss der Gemeinderat, das Wassernetz wieder in kommunale Hände zurückzuholen. Schuster widerspricht: es sei unredlich, so zu tun, als ob eine Bürgerumfrage das Projekt stoppen könne. Im Juni 2009 weist das Verwaltungsgericht eine Klage der Gegner gegen die Nichtzulassung des Bürgerbegehrens ab. Der SPD-Landesvorsitzende Nils Schmid bringt im September 2010 einen Volksentscheid über das Projekt ins Spiel."
1159,"Stuttgarter Zeitung","irrelevant",2010,"Stuttgarter Zeitung 2010-07-16 Schorndorf verbietet Alkohol in Grünanlagen Die Grünflächen um das Schloss in Schorndorf (Rems-Murr-Kreis) sei immer mehr zu einem Treffpunkt geworden, an dem Alkohol konsumiert werde, sagt der Oberbürgermeister Matthias Klopfer. So seien im Mai mehr als 300 Jugendliche dort gezählt worden. Die Anwohner beklagten sich über den Lärm, den die jungen Leute verursachten. Deshalb möchte die Stadt ein Alkoholverbot für die öffentlichen Parks in den Benutzungsordnungen festschreiben. Wenn der Gemeinderat am 22. Juli zustimmt, darf in den Schlosswallgütern sowie am Park am früheren Stadthallensee von 22 Uhr bis 6 Uhr Alkohol kein Alkoholik mehr konsumiert werden. Schilder sollen auf das Verbot aufmerksam machen. Die Polizei kann den Alkohol beschlagnahmen. Die juristische Grundlage für das Verbot ist aber schwierig. Im vorigen Sommer hatte der Verwaltungsgerichtshof Mannheim einen Vorstoß der Stadt Freiburg, die Alkoholexzessen mit Verweis auf die Polizeiverordnung ein Ende setzen wollte, für nichtig erklärt. Dies sei mit dem Landespolizeigesetz nicht in Einklang zu bringen, entschieden die Mannheimer Richter. Eine Änderung dieses Gesetzes, sagt der Schorndorfer OB, sei von der Landes-CDU erwünscht, nicht jedoch vom Koalitionspartner FDP. Wie berichtet, hatte sich Klopfer (SPD) im Frühjahr per Brief an die Landespolitiker appelliert, das Gesetz so zu ändern, dass die Städte den öffentlichen Trinkgelagen Herr werden könnten. Solange will der Rathauschef aber nicht warten. Deshalb wählt man den Sindelfinger Weg. Die Stadt im Kreis Böblingen hat den Alkoholkonsum in Parks per Benutzungsordnung verboten und sich dabei nicht auf das Polizeigesetz, sondern auf die Gemeindeordnung berufen. Der Schorndorfer Revierleiter Rainer Schuster sagt, die Kontrolle der nächtlichen Trinker könne sich als Problem erweisen. Er habe nachts nur drei Streifenwagen zur Verfügung. Im Rathaus hofft man jedoch darauf, dass ein Alkoholverbot die Treffpunkte unattraktiv macht. Es wesentlich weniger interessant, sich an einer Stelle zu treffen, an der man nicht trinken könne, sagt der Erste Bürgermeister Horst Reingruber. Von Oliver Hillinger  "
1162,"Leipziger Volkszeitung","relevant",2015,"Friedliche Demo gegen Rassismus; 120 Teilnehmer und 150 Polizisten in Taucha Von Olaf Barth Taucha. Eine Demonstration des Initiativkreises Antirassismus Leipzig unter dem Titel ""Rassismus tötet"" ging am Sonnabend in Taucha nach zwei Stunden kurz vor 17 Uhr friedlich zu Ende. ""Ich danke, dass ihr gekommen seid und beende hiermit die Veranstaltung"", sagte an der Straßenbahnendstelle die Linken-Landtagsabgeordnete Juliane Nagel, die die Demonstration in der Parthestadt angemeldet hatte. An der Endstelle hatten sich zuvor ab 15 Uhr die rund 120 Teilnehmer gesammelt und waren mit Transparenten und Sprechchören in die Innenstadt zum Markt gezogen. Hier erinnerte ein Sprecher an die Opfer rechtsradikaler Gewalt. Er begründete auch, weshalb in Taucha demonstriert wird: In der Stadt wohne nach seiner Haftentlassung einer von denen, deren Gewalt im Oktober 2010 am Leipziger Hauptbahnhof Kamal K. zum Opfer gefallen war. An dessen Tod erinnerten die Demonstranten. Der Weg führte auch am Wohnort des damals an der Tat Beteiligten vorbei. Beobachter fragten sich, ob das wegen eines dort zu befürchtenden Zusammentreffens mit rechten Kräften nicht hätte verhindert werden müssen. ""Es gibt klare Regeln für die Genehmigung von Demonstrationen, da waren uns die Hände gebunden"", begründete Dezernentin Angelika Stoye von der Versammlungsbehörde, dem Landratsamt Nordsachsen, die Zustimmung zu der Route. 150 Polizeibeamte zeigten während der gesamten Veranstaltung Präsenz, mussten aber nicht eingreifen. Wegen Beleidigung wurden deren Personalien aufgenommen. ""Die Demonstration verlief friedlich und auf jener Route, wie sie zwischen Versammlungsbehörde und Versammlungsleiterin abgestimmt war. Die Teilnehmer hielten sich an alle Auflagen, wir haben die Veranstaltung kooperativ und versammlungsfreundlich begleitet"", sagte nach Abschluss der Demonstration der zuständige Polizei-Einsatzleiter. Tauchas Bürgermeister Holger Schirmbeck zeigte sich nach dem friedlichen Verlauf erleichtert: ""So eine Demonstration hatten wir in Taucha vorher noch nicht, da fehlte uns auch die Erfahrung. Von den Demonstranten ging keine Aggressivität aus und die Polizei hat das sehr professionell begleitet."" Außer Schirmbeck und Stoye beobachteten auch der amtierende Tauchaer Ordnungsamtschef Jens Rühling sowie weitere Mitarbeiter des Landratsamtes das Geschehen. Premiere in Taucha: 120 Leute demonstrieren gegen Rassismus. Foto: Dirk Knofe"
1164,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-01-16 Stillstand bei Hartz-Verhandlungen NACHRICHTEN  Berlin - Im Streit zwischen Regierung und Opposition über die künftigen Hartz-IV-Regelsätze ist keine Annäherung in Sicht. Bundessozialministerin Ursula von der Leyen (CDU) kritisierte, dass ""immer neue Wunschrechnungen"" in den Mittelpunkt der Beratungen gestellt würden. DAPD 1000 Atomkraftgegner demonstrieren in Grohnde  Grohnde - 1000 Atomkraftgegner haben nach Veranstalterangaben am Samstag am niedersächsischen Atomkraftwerk Grohnde im Landkreis Hameln-Pyrmont gegen einen angekündigten Transport plutoniumhaltiger Brennelemente aus Großbritannien demonstriert. An der Protestaktion hätten sich auch rund 50 Landwirte mit ihren Traktoren beteiligt, teilten die Umweltschützer mit. Betreiber des Meilers ist der Eon-Konzern. Ronald Reagan starb 2004 an der unheilbaren Krankheit. DPA Proteste gegen NPD  Berlin - Begleitet von lautstarken Protesten hat die rechtsextreme NPD in Berlin offiziell ihre Fusion mit der DVU gefeiert. Hunderte Gegendemonstranten versammelten sich am Samstag, um gegen das Treffen zu protestieren. In Magdeburg protestierten 2500 Menschen gegen einen Aufmarsch von 1000 Rechtsextremisten aus Anlass des Jahrestages der Bombardierung der Stadt im Krieg. DAPD AOK will keine Pflegeprämie  Stuttgart - Baden-Württembergs AOK-Chef Rolf Hoberg hat Pläne der Bundesregierung kritisiert, eine kapitalgedeckte zusätzliche Pflegevorsorge einzuführen."
1170,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-11-17 Projektgegner treffen sich montags im kleinen Kreis Seit einigen Wochen versammeln sie sich jeden Montagabend um 18 Uhr vor dem Nordausgang des Hauptbahnhofs - ein kleines, aber zahlreicher werdendes Häuflein von Stuttgart-21-Gegnern. Im Internet haben sie zur spontanen ""Montagsdemonstration"" aufgerufen: Anfangs kamen nur vier, eine Woche später waren es 40 Bürger, die an der Mahnwache gegen das ihrer Ansicht nach überflüssige und teure Milliardenvorhaben teilnahmen. Gestern kamen bei nasskaltem Wetter circa 150 bis 200 Leute, um ihrem Protest gegen das Bahnprojekt zu zeigen. Der Montag als Demonstrationstag hat in Deutschland Tradition: Die erste fand am 4. September 1989 in Leipzig statt und markierte den Anfang vom Ende der DDR. Zehntausende wendeten sich öffentlich gegen das SED-Regime, forderten Reisefreiheit und ließen sich auch von den Sicherheitskräften nicht abschrecken, die teilweise gewaltsam gegen die Systemgegner vorgingen. Die Hartz-IV-Gegner griffen 2004 die Tradition der Montagsdemos wieder auf, um gegen Sozialabbau und die Kürzungspolitik der rot-grünen Bundesregierung zu protestieren. Auch damals gingen punktuell Hunderttausende auf die Straße. Polizei rückt an. ""Wer ist hier der Versammlungsleiter? "", fragt der Einsatzleiter und steuert schnurstracks auf den SÖS-Stadtrat Gangolf Stocker zu. Der Beamte fordert dazu auf, die nicht angemeldete Demonstration auf den Kurt-Georg-Kiesinger-Platz vor die LBBW-Zentrale zu verlegen, doch die Demonstranten stellen sich taub. ""Von einem Milliardengrab zum nächsten"", frotzelt einer. Gellende Hilfeschreie der Umstehenden sollen die Dramatik des Augenblicks dokumentieren. Unterdessen beschweren sich Taxifahrer, dass die Kundschaft durch die Demonstranten abgeschreckt werde. Um 18.30 Uhr ziehen Stocker, sein Fraktionskollege Hannes Rockenbauch, der SPD-Exbundestagsabgeordnete Peter Conradi und die anderen von dannen. Die Hoffnung auf einen öffentlichen Massenprotest gegen Stuttgart 21 hat sich nicht erfüllt, doch nächsten Montag werden sie wohl wieder kommen - und die Polizei aller Voraussicht nach auch. Von Thomas Braun  Die Demonstration der Projektgegner ist nicht angemeldet gewesen. Foto: Horst Rudel"
1171,"Stuttgarter Zeitung","relevant",2012,"Stuttgarter Zeitung 2012-11-27 Beethovens Neunte jetzt auch Kopfbahnhof-Hymne Freunde schöner Kopfbahnhöfe/Lasst uns Kopf an Köpfchen steh'n/Laut und bunt mit Krach und Tröte/soll man unser Sträuben seh'n . ', hat es bei der 150. Montagsdemonstration gegen das Bahnprojekt Stuttgart 21 aus vielen Kehlen vor dem Hauptbahnhof getönt. Auf die Melodie des vierten Satzes der 9. Sinfonie Ludwig van Beethovens haben die Kundgebungsteilnehmer ein Loblied auf den Kopfbahnhof und den fortwährenden Widerstand gegen Stuttgart 21 gesungen. 7000 Teilnehmer haben laut den Parkschützern an der Jubiläumsdemonstration teilgenommen, laut Polizei waren es 3400. Egon Hopfenzitz, der einstige Vorsteher des Hauptbahnhofs, hat bei der Kundgebung auf die Geschichte des umstrittenen Projektes zurückgeblickt. Die Planung war 1988 mit der Überlegung, zwei Bahnsteige für tieferzulegen, in Gang gekommen und habe zur Planung 'der unnötigen Tieferlegung des Kopfbahnhofs' geführt."
1173,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020151210ebca0002e Leipziger Volkszeitung 10 Dezember 2015 Kurzmeldung Nach Wagenplatz-Räumung: Proteste im Neues Rathaus Merkel und Grube weihen neue ICE-Trasse in Leipzig ein DNA-Test soll Identität des Toten aus Heiterblick klären Spiel von Lok Leipzig in Barleben abgesagt Mord von Knauthain: Soko für Polizei kein Thema"
